gs_row,outcome,study_id,title,main_aim_of_study,intervention,intervention_type,intervention_grouping,arm,ad_class,ad_dose_numerical_fixed_amount_range_or_mean_dose,ad_dose_categorised,dose_schedule,length_of_study_start_to_post_intervention,pain_condition,general_pain_grouping,iasp_pain_grouping,minimum_pain_inclusion,design,imputation_method,scale,timepoint,follow_up_timepoint,mean,sd,se,median,ci_lower,ci_upper,iqr_lower,iqr_higher,n,r,r_percent,change_score,adverse_events_definition,stats_notes,study_notes,date_checked,remove_row_for_mood_analysis,intervention_category,direction_of_improvement,outcome_nma,outcome_label,model_type,model_text,outcome_all,time_no_change
2392,sleep,razazian 2014,"evaluation of the efficacy and safety of pregabalin, venlafaxine, and carbamazepine in patients with painful diabetic peripheral neuropathy. a randomized, double-blind trial",pain,carbamazepine,anticonvulsant,non-antidepressant pharmacological,carbamazepine 400mg,n/a,n/a,n/a,n/a,4 weeks,diabetic peripheral neuropathy,neuropathic,neuropathic,≥40 on 100vas,parallel,not reported,bpi sleep,post_int,NA,2.4,0.9,0.10190493307301361,NA,NA,NA,NA,NA,78,NA,NA,FALSE,NA,NA,post-intervention scores are 1 week post-intervention,NA,NA,non_ad_pharm,lower,sleep,sleep,smd,standardised mean diference,sleep,post_int
2393,sleep,razazian 2014,"evaluation of the efficacy and safety of pregabalin, venlafaxine, and carbamazepine in patients with painful diabetic peripheral neuropathy. a randomized, double-blind trial",pain,pregabalin,anticonvulsant,non-antidepressant pharmacological,pregabalin 150mg,n/a,n/a,n/a,n/a,4 weeks,diabetic peripheral neuropathy,neuropathic,neuropathic,≥40 on 100vas,parallel,not reported,bpi sleep,post_int,NA,1.77,0.8,0.09116846116771035,NA,NA,NA,NA,NA,77,NA,NA,FALSE,NA,NA,post-intervention scores are 1 week post-intervention,NA,NA,non_ad_pharm,lower,sleep,sleep,smd,standardised mean diference,sleep,post_int
2394,sleep,razazian 2014,"evaluation of the efficacy and safety of pregabalin, venlafaxine, and carbamazepine in patients with painful diabetic peripheral neuropathy. a randomized, double-blind trial",pain,venlafaxine,antidepressant,antidepressant,venlafaxine 150mg,snri,150mg,standard,fixed,4 weeks,diabetic peripheral neuropathy,neuropathic,neuropathic,≥40 on 100vas,parallel,not reported,bpi sleep,post_int,NA,2.66,1.4,0.16854019432007686,NA,NA,NA,NA,NA,69,NA,NA,FALSE,NA,NA,post-intervention scores are 1 week post-intervention,NA,NA,ad,lower,sleep,sleep,smd,standardised mean diference,sleep,post_int
2395,mood,razazian 2014,"evaluation of the efficacy and safety of pregabalin, venlafaxine, and carbamazepine in patients with painful diabetic peripheral neuropathy. a randomized, double-blind trial",pain,carbamazepine,anticonvulsant,non-antidepressant pharmacological,carbamazepine 400mg,n/a,n/a,n/a,n/a,4 weeks,diabetic peripheral neuropathy,neuropathic,neuropathic,≥40 on 100vas,parallel,not reported,bpi mood,baseline,NA,2.6,0.7,0.07592566023652966,NA,NA,NA,NA,NA,85,NA,NA,FALSE,NA,NA,post-intervention scores are 1 week post-intervention,NA,NA,non_ad_pharm,lower,mood,mood,smd,standardised mean diference,mood_overall,baseline
2396,mood,razazian 2014,"evaluation of the efficacy and safety of pregabalin, venlafaxine, and carbamazepine in patients with painful diabetic peripheral neuropathy. a randomized, double-blind trial",pain,pregabalin,anticonvulsant,non-antidepressant pharmacological,pregabalin 150mg,n/a,n/a,n/a,n/a,4 weeks,diabetic peripheral neuropathy,neuropathic,neuropathic,≥40 on 100vas,parallel,not reported,bpi mood,baseline,NA,2.68,0.6,0.06469966392206304,NA,NA,NA,NA,NA,86,NA,NA,FALSE,NA,NA,post-intervention scores are 1 week post-intervention,NA,NA,non_ad_pharm,lower,mood,mood,smd,standardised mean diference,mood_overall,baseline
2397,mood,razazian 2014,"evaluation of the efficacy and safety of pregabalin, venlafaxine, and carbamazepine in patients with painful diabetic peripheral neuropathy. a randomized, double-blind trial",pain,venlafaxine,antidepressant,antidepressant,venlafaxine 150mg,snri,150mg,standard,fixed,4 weeks,diabetic peripheral neuropathy,neuropathic,neuropathic,≥40 on 100vas,parallel,not reported,bpi mood,baseline,NA,2.53,0.6,0.06469966392206304,NA,NA,NA,NA,NA,86,NA,NA,FALSE,NA,NA,post-intervention scores are 1 week post-intervention,NA,NA,ad,lower,mood,mood,smd,standardised mean diference,mood_overall,baseline
2398,mood,razazian 2014,"evaluation of the efficacy and safety of pregabalin, venlafaxine, and carbamazepine in patients with painful diabetic peripheral neuropathy. a randomized, double-blind trial",pain,carbamazepine,anticonvulsant,non-antidepressant pharmacological,carbamazepine 400mg,n/a,n/a,n/a,n/a,4 weeks,diabetic peripheral neuropathy,neuropathic,neuropathic,≥40 on 100vas,parallel,not reported,bpi mood,post_int,NA,2.4,0.6,0.06793662204867573,NA,NA,NA,NA,NA,78,NA,NA,FALSE,NA,NA,post-intervention scores are 1 week post-intervention,NA,NA,non_ad_pharm,lower,mood,mood,smd,standardised mean diference,mood_overall,post_int
2399,mood,razazian 2014,"evaluation of the efficacy and safety of pregabalin, venlafaxine, and carbamazepine in patients with painful diabetic peripheral neuropathy. a randomized, double-blind trial",pain,pregabalin,anticonvulsant,non-antidepressant pharmacological,pregabalin 150mg,n/a,n/a,n/a,n/a,4 weeks,diabetic peripheral neuropathy,neuropathic,neuropathic,≥40 on 100vas,parallel,not reported,bpi mood,post_int,NA,1.41,0.5,0.05698028822981897,NA,NA,NA,NA,NA,77,NA,NA,FALSE,NA,NA,post-intervention scores are 1 week post-intervention,NA,NA,non_ad_pharm,lower,mood,mood,smd,standardised mean diference,mood_overall,post_int
2400,mood,razazian 2014,"evaluation of the efficacy and safety of pregabalin, venlafaxine, and carbamazepine in patients with painful diabetic peripheral neuropathy. a randomized, double-blind trial",pain,venlafaxine,antidepressant,antidepressant,venlafaxine 150mg,snri,150mg,standard,fixed,4 weeks,diabetic peripheral neuropathy,neuropathic,neuropathic,≥40 on 100vas,parallel,not reported,bpi mood,post_int,NA,1.63,0.8,0.09630868246861536,NA,NA,NA,NA,NA,69,NA,NA,FALSE,NA,NA,post-intervention scores are 1 week post-intervention,NA,NA,ad,lower,mood,mood,smd,standardised mean diference,mood_overall,post_int
2401,pain_mod,razazian 2014,"evaluation of the efficacy and safety of pregabalin, venlafaxine, and carbamazepine in patients with painful diabetic peripheral neuropathy. a randomized, double-blind trial",pain,carbamazepine,anticonvulsant,non-antidepressant pharmacological,carbamazepine 400mg,n/a,n/a,n/a,n/a,4 weeks,diabetic peripheral neuropathy,neuropathic,neuropathic,≥40 on 100vas,parallel,not reported,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,39,NA,FALSE,NA,NA,post-intervention scores are 1 week post-intervention,NA,NA,non_ad_pharm,higher,pain_mod,moderate pain (30% reduction),lor,log odds ratio,pain_mod,post_int
2402,pain_mod,razazian 2014,"evaluation of the efficacy and safety of pregabalin, venlafaxine, and carbamazepine in patients with painful diabetic peripheral neuropathy. a randomized, double-blind trial",pain,pregabalin,anticonvulsant,non-antidepressant pharmacological,pregabalin 150mg,n/a,n/a,n/a,n/a,4 weeks,diabetic peripheral neuropathy,neuropathic,neuropathic,≥40 on 100vas,parallel,not reported,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,14,NA,FALSE,NA,NA,post-intervention scores are 1 week post-intervention,NA,NA,non_ad_pharm,higher,pain_mod,moderate pain (30% reduction),lor,log odds ratio,pain_mod,post_int
2403,pain_mod,razazian 2014,"evaluation of the efficacy and safety of pregabalin, venlafaxine, and carbamazepine in patients with painful diabetic peripheral neuropathy. a randomized, double-blind trial",pain,venlafaxine,antidepressant,antidepressant,venlafaxine 150mg,snri,150mg,standard,fixed,4 weeks,diabetic peripheral neuropathy,neuropathic,neuropathic,≥40 on 100vas,parallel,not reported,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,20,NA,FALSE,NA,NA,post-intervention scores are 1 week post-intervention,NA,NA,ad,higher,pain_mod,moderate pain (30% reduction),lor,log odds ratio,pain_mod,post_int
2404,pain_sub,razazian 2014,"evaluation of the efficacy and safety of pregabalin, venlafaxine, and carbamazepine in patients with painful diabetic peripheral neuropathy. a randomized, double-blind trial",pain,carbamazepine,anticonvulsant,non-antidepressant pharmacological,carbamazepine 400mg,n/a,n/a,n/a,n/a,4 weeks,diabetic peripheral neuropathy,neuropathic,neuropathic,≥40 on 100vas,parallel,not reported,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,35,NA,FALSE,NA,NA,post-intervention scores are 1 week post-intervention,NA,NA,non_ad_pharm,higher,pain_sub,substantial pain (50% reduction),lor,log odds ratio,pain_sub,post_int
2405,pain_sub,razazian 2014,"evaluation of the efficacy and safety of pregabalin, venlafaxine, and carbamazepine in patients with painful diabetic peripheral neuropathy. a randomized, double-blind trial",pain,pregabalin,anticonvulsant,non-antidepressant pharmacological,pregabalin 150mg,n/a,n/a,n/a,n/a,4 weeks,diabetic peripheral neuropathy,neuropathic,neuropathic,≥40 on 100vas,parallel,not reported,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,66,NA,FALSE,NA,NA,post-intervention scores are 1 week post-intervention,NA,NA,non_ad_pharm,higher,pain_sub,substantial pain (50% reduction),lor,log odds ratio,pain_sub,post_int
2406,pain_sub,razazian 2014,"evaluation of the efficacy and safety of pregabalin, venlafaxine, and carbamazepine in patients with painful diabetic peripheral neuropathy. a randomized, double-blind trial",pain,venlafaxine,antidepressant,antidepressant,venlafaxine 150mg,snri,150mg,standard,fixed,4 weeks,diabetic peripheral neuropathy,neuropathic,neuropathic,≥40 on 100vas,parallel,not reported,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,36,NA,FALSE,NA,NA,post-intervention scores are 1 week post-intervention,NA,NA,ad,higher,pain_sub,substantial pain (50% reduction),lor,log odds ratio,pain_sub,post_int
2407,adverse,razazian 2014,"evaluation of the efficacy and safety of pregabalin, venlafaxine, and carbamazepine in patients with painful diabetic peripheral neuropathy. a randomized, double-blind trial",pain,carbamazepine,anticonvulsant,non-antidepressant pharmacological,carbamazepine 400mg,n/a,n/a,n/a,n/a,4 weeks,diabetic peripheral neuropathy,neuropathic,neuropathic,≥40 on 100vas,parallel,not reported,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,11,NA,FALSE,NA,NA,post-intervention scores are 1 week post-intervention,NA,NA,non_ad_pharm,lower,adverse,adverse events,lor,log odds ratio,adverse,post_int
2408,adverse,razazian 2014,"evaluation of the efficacy and safety of pregabalin, venlafaxine, and carbamazepine in patients with painful diabetic peripheral neuropathy. a randomized, double-blind trial",pain,pregabalin,anticonvulsant,non-antidepressant pharmacological,pregabalin 150mg,n/a,n/a,n/a,n/a,4 weeks,diabetic peripheral neuropathy,neuropathic,neuropathic,≥40 on 100vas,parallel,not reported,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,63,NA,FALSE,NA,NA,post-intervention scores are 1 week post-intervention,NA,NA,non_ad_pharm,lower,adverse,adverse events,lor,log odds ratio,adverse,post_int
2409,adverse,razazian 2014,"evaluation of the efficacy and safety of pregabalin, venlafaxine, and carbamazepine in patients with painful diabetic peripheral neuropathy. a randomized, double-blind trial",pain,venlafaxine,antidepressant,antidepressant,venlafaxine 150mg,snri,150mg,standard,fixed,4 weeks,diabetic peripheral neuropathy,neuropathic,neuropathic,≥40 on 100vas,parallel,not reported,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,55,NA,FALSE,NA,NA,post-intervention scores are 1 week post-intervention,NA,NA,ad,lower,adverse,adverse events,lor,log odds ratio,adverse,post_int
2410,serious_adverse,razazian 2014,"evaluation of the efficacy and safety of pregabalin, venlafaxine, and carbamazepine in patients with painful diabetic peripheral neuropathy. a randomized, double-blind trial",pain,carbamazepine,anticonvulsant,non-antidepressant pharmacological,carbamazepine 400mg,n/a,n/a,n/a,n/a,4 weeks,diabetic peripheral neuropathy,neuropathic,neuropathic,≥40 on 100vas,parallel,not reported,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,0,NA,FALSE,NA,NA,post-intervention scores are 1 week post-intervention,NA,NA,non_ad_pharm,NA,serious_adverse,adverse outcomes excluded from nma,NA,NA,serious_adverse,post_int
2411,serious_adverse,razazian 2014,"evaluation of the efficacy and safety of pregabalin, venlafaxine, and carbamazepine in patients with painful diabetic peripheral neuropathy. a randomized, double-blind trial",pain,pregabalin,anticonvulsant,non-antidepressant pharmacological,pregabalin 150mg,n/a,n/a,n/a,n/a,4 weeks,diabetic peripheral neuropathy,neuropathic,neuropathic,≥40 on 100vas,parallel,not reported,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,0,NA,FALSE,NA,NA,post-intervention scores are 1 week post-intervention,NA,NA,non_ad_pharm,NA,serious_adverse,adverse outcomes excluded from nma,NA,NA,serious_adverse,post_int
2412,serious_adverse,razazian 2014,"evaluation of the efficacy and safety of pregabalin, venlafaxine, and carbamazepine in patients with painful diabetic peripheral neuropathy. a randomized, double-blind trial",pain,venlafaxine,antidepressant,antidepressant,venlafaxine 150mg,snri,150mg,standard,fixed,4 weeks,diabetic peripheral neuropathy,neuropathic,neuropathic,≥40 on 100vas,parallel,not reported,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,0,NA,FALSE,NA,NA,post-intervention scores are 1 week post-intervention,NA,NA,ad,NA,serious_adverse,adverse outcomes excluded from nma,NA,NA,serious_adverse,post_int
2413,adverse_dropout,razazian 2014,"evaluation of the efficacy and safety of pregabalin, venlafaxine, and carbamazepine in patients with painful diabetic peripheral neuropathy. a randomized, double-blind trial",pain,carbamazepine,anticonvulsant,non-antidepressant pharmacological,carbamazepine 400mg,n/a,n/a,n/a,n/a,4 weeks,diabetic peripheral neuropathy,neuropathic,neuropathic,≥40 on 100vas,parallel,not reported,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,2,NA,FALSE,NA,NA,post-intervention scores are 1 week post-intervention,NA,NA,non_ad_pharm,NA,adverse_dropout,adverse outcomes excluded from nma,NA,NA,adverse_dropout,post_int
2414,adverse_dropout,razazian 2014,"evaluation of the efficacy and safety of pregabalin, venlafaxine, and carbamazepine in patients with painful diabetic peripheral neuropathy. a randomized, double-blind trial",pain,pregabalin,anticonvulsant,non-antidepressant pharmacological,pregabalin 150mg,n/a,n/a,n/a,n/a,4 weeks,diabetic peripheral neuropathy,neuropathic,neuropathic,≥40 on 100vas,parallel,not reported,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,7,NA,FALSE,NA,NA,post-intervention scores are 1 week post-intervention,NA,NA,non_ad_pharm,NA,adverse_dropout,adverse outcomes excluded from nma,NA,NA,adverse_dropout,post_int
2415,adverse_dropout,razazian 2014,"evaluation of the efficacy and safety of pregabalin, venlafaxine, and carbamazepine in patients with painful diabetic peripheral neuropathy. a randomized, double-blind trial",pain,venlafaxine,antidepressant,antidepressant,venlafaxine 150mg,snri,150mg,standard,fixed,4 weeks,diabetic peripheral neuropathy,neuropathic,neuropathic,≥40 on 100vas,parallel,not reported,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,14,NA,FALSE,NA,NA,post-intervention scores are 1 week post-intervention,NA,NA,ad,NA,adverse_dropout,adverse outcomes excluded from nma,NA,NA,adverse_dropout,post_int
2416,withdrawal,razazian 2014,"evaluation of the efficacy and safety of pregabalin, venlafaxine, and carbamazepine in patients with painful diabetic peripheral neuropathy. a randomized, double-blind trial",pain,carbamazepine,anticonvulsant,non-antidepressant pharmacological,carbamazepine 400mg,n/a,n/a,n/a,n/a,4 weeks,diabetic peripheral neuropathy,neuropathic,neuropathic,≥40 on 100vas,parallel,not reported,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,7,NA,FALSE,NA,NA,post-intervention scores are 1 week post-intervention,NA,NA,non_ad_pharm,lower,withdrawal,withdrawal,lor,log odds ratio,withdrawal,post_int
2417,withdrawal,razazian 2014,"evaluation of the efficacy and safety of pregabalin, venlafaxine, and carbamazepine in patients with painful diabetic peripheral neuropathy. a randomized, double-blind trial",pain,pregabalin,anticonvulsant,non-antidepressant pharmacological,pregabalin 150mg,n/a,n/a,n/a,n/a,4 weeks,diabetic peripheral neuropathy,neuropathic,neuropathic,≥40 on 100vas,parallel,not reported,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,9,NA,FALSE,NA,NA,post-intervention scores are 1 week post-intervention,NA,NA,non_ad_pharm,lower,withdrawal,withdrawal,lor,log odds ratio,withdrawal,post_int
2418,withdrawal,razazian 2014,"evaluation of the efficacy and safety of pregabalin, venlafaxine, and carbamazepine in patients with painful diabetic peripheral neuropathy. a randomized, double-blind trial",pain,venlafaxine,antidepressant,antidepressant,venlafaxine 150mg,snri,150mg,standard,fixed,4 weeks,diabetic peripheral neuropathy,neuropathic,neuropathic,≥40 on 100vas,parallel,not reported,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,17,NA,FALSE,NA,NA,post-intervention scores are 1 week post-intervention,NA,NA,ad,lower,withdrawal,withdrawal,lor,log odds ratio,withdrawal,post_int
2419,mood,richards 2015,"efficacy of venlafaxine xr for the treatment of pain in patients with spinal cord injury and major depression: a randomized, controlled trial",mood,placebo,placebo,placebo,placebo,n/a,n/a,n/a,n/a,12 weeks,spinal cord injury,neuropathic,neuropathic,no,parallel,unclear,hamilton rating depression scale,baseline,NA,20.1,5.1,0.6639634460022017,NA,NA,NA,NA,NA,59,NA,NA,FALSE,NA,NA,NA,NA,NA,placebo,lower,mood,mood,smd,standardised mean diference,mood_depression,baseline
2420,mood,richards 2015,"efficacy of venlafaxine xr for the treatment of pain in patients with spinal cord injury and major depression: a randomized, controlled trial",mood,venlafaxine,antidepressant,antidepressant,venlafaxine 37.5-300mg,tca,37.5-300mg,unable to be categorised,flexible,12 weeks,spinal cord injury,neuropathic,neuropathic,no,parallel,unclear,hamilton rating depression scale,baseline,NA,19.5,5.5,0.6875,NA,NA,NA,NA,NA,64,NA,NA,FALSE,NA,NA,NA,NA,NA,ad,lower,mood,mood,smd,standardised mean diference,mood_depression,baseline
2421,mood,richards 2015,"efficacy of venlafaxine xr for the treatment of pain in patients with spinal cord injury and major depression: a randomized, controlled trial",mood,placebo,placebo,placebo,placebo,n/a,n/a,n/a,n/a,12 weeks,spinal cord injury,neuropathic,neuropathic,no,parallel,unclear,hamilton rating depression scale,post_int,NA,9.5,7.3,0.9503790501600142,NA,NA,NA,NA,NA,59,NA,NA,FALSE,NA,NA,NA,NA,NA,placebo,lower,mood,mood,smd,standardised mean diference,mood_depression,post_int
2422,mood,richards 2015,"efficacy of venlafaxine xr for the treatment of pain in patients with spinal cord injury and major depression: a randomized, controlled trial",mood,venlafaxine,antidepressant,antidepressant,venlafaxine 37.5-300mg,tca,37.5-300mg,unable to be categorised,flexible,12 weeks,spinal cord injury,neuropathic,neuropathic,no,parallel,unclear,hamilton rating depression scale,post_int,NA,9.5,6.5,0.8125,NA,NA,NA,NA,NA,64,NA,NA,FALSE,NA,NA,NA,NA,NA,ad,lower,mood,mood,smd,standardised mean diference,mood_depression,post_int
2423,pain_sub,richards 2015,"efficacy of venlafaxine xr for the treatment of pain in patients with spinal cord injury and major depression: a randomized, controlled trial",mood,placebo,placebo,placebo,placebo,n/a,n/a,n/a,n/a,12 weeks,spinal cord injury,neuropathic,neuropathic,no,parallel,unclear,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,14,0.24,FALSE,NA,NA,NA,NA,NA,placebo,higher,pain_sub,substantial pain (50% reduction),lor,log odds ratio,pain_sub,post_int
2424,pain_sub,richards 2015,"efficacy of venlafaxine xr for the treatment of pain in patients with spinal cord injury and major depression: a randomized, controlled trial",mood,venlafaxine,antidepressant,antidepressant,venlafaxine 37.5-300mg,tca,37.5-300mg,unable to be categorised,flexible,12 weeks,spinal cord injury,neuropathic,neuropathic,no,parallel,unclear,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,32,0.5,FALSE,NA,NA,NA,NA,NA,ad,higher,pain_sub,substantial pain (50% reduction),lor,log odds ratio,pain_sub,post_int
2425,withdrawal,richards 2015,"efficacy of venlafaxine xr for the treatment of pain in patients with spinal cord injury and major depression: a randomized, controlled trial",mood,placebo,placebo,placebo,placebo,n/a,n/a,n/a,n/a,12 weeks,spinal cord injury,neuropathic,neuropathic,no,parallel,unclear,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,14,NA,FALSE,NA,NA,NA,NA,NA,placebo,lower,withdrawal,withdrawal,lor,log odds ratio,withdrawal,post_int
2426,withdrawal,richards 2015,"efficacy of venlafaxine xr for the treatment of pain in patients with spinal cord injury and major depression: a randomized, controlled trial",mood,venlafaxine,antidepressant,antidepressant,venlafaxine 37.5-300mg,tca,37.5-300mg,unable to be categorised,flexible,12 weeks,spinal cord injury,neuropathic,neuropathic,no,parallel,unclear,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,15,NA,FALSE,NA,NA,NA,NA,NA,ad,lower,withdrawal,withdrawal,lor,log odds ratio,withdrawal,post_int
2427,adverse,riesner 2008,an additive therapy for chronic pain in advanced gon-/coxarthrosis with the selective serotonin reuptake inhibitor fluvoxamine (fevarin),pain,placebo,placebo,placebo,placebo,n/a,n/a,n/a,n/a,8 weeks,osteoarthritis,musculoskeletal,musculoskeletal,≥50 on 100vas,parallel,itt method unspecified,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,21,NA,FALSE,NA,NA,NA,NA,NA,placebo,lower,adverse,adverse events,lor,log odds ratio,adverse,post_int
2428,adverse,riesner 2008,an additive therapy for chronic pain in advanced gon-/coxarthrosis with the selective serotonin reuptake inhibitor fluvoxamine (fevarin),pain,fluvoxamine,antidepressant,antidepressant,fluvoxamine 50-150mg,ssri,50-150mg,unable to be categorised,flexible,8 weeks,osteoarthritis,musculoskeletal,musculoskeletal,≥50 on 100vas,parallel,itt method unspecified,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,28,NA,FALSE,NA,NA,NA,NA,NA,ad,lower,adverse,adverse events,lor,log odds ratio,adverse,post_int
2429,serious_adverse,riesner 2008,an additive therapy for chronic pain in advanced gon-/coxarthrosis with the selective serotonin reuptake inhibitor fluvoxamine (fevarin),pain,placebo,placebo,placebo,placebo,n/a,n/a,n/a,n/a,8 weeks,osteoarthritis,musculoskeletal,musculoskeletal,≥50 on 100vas,parallel,itt method unspecified,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,4,NA,FALSE,NA,NA,NA,NA,NA,placebo,NA,serious_adverse,adverse outcomes excluded from nma,NA,NA,serious_adverse,post_int
2430,serious_adverse,riesner 2008,an additive therapy for chronic pain in advanced gon-/coxarthrosis with the selective serotonin reuptake inhibitor fluvoxamine (fevarin),pain,fluvoxamine,antidepressant,antidepressant,fluvoxamine 50-150mg,ssri,50-150mg,unable to be categorised,flexible,8 weeks,osteoarthritis,musculoskeletal,musculoskeletal,≥50 on 100vas,parallel,itt method unspecified,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,1,NA,FALSE,NA,NA,NA,NA,NA,ad,NA,serious_adverse,adverse outcomes excluded from nma,NA,NA,serious_adverse,post_int
2431,pain_int,rintala 2007,comparison of the effectiveness of amitriptyline and gabapentin on chronic neuropathic pain in persons with spinal cord injury,pain,gabapentin,anticonvulsant,non-antidepressant pharmacological,gabapentin ≤3600mg,n/a,n/a,n/a,n/a,8 weeks,neuropathic pain,neuropathic,neuropathic,≥5 on 10nrs,crossover,completer analysis,0-10 numerical rating scale,baseline,NA,5.6,2.2,0.469041575982343,NA,NA,NA,NA,NA,22,NA,NA,FALSE,NA,NA,NA,NA,NA,non_ad_pharm,lower,pain_int,pain intensity (continuous measure),smd,standardised mean diference,pain_int,baseline
2432,pain_int,rintala 2007,comparison of the effectiveness of amitriptyline and gabapentin on chronic neuropathic pain in persons with spinal cord injury,pain,amitriptyline,antidepressant,antidepressant,amitriptyline ≤150mg,tca,≤150mg,unable to be categorised,flexible,8 weeks,neuropathic pain,neuropathic,neuropathic,≥5 on 10nrs,crossover,completer analysis,0-10 numerical rating scale,baseline,NA,5.6,2.2,0.469041575982343,NA,NA,NA,NA,NA,22,NA,NA,FALSE,NA,NA,NA,NA,NA,ad,lower,pain_int,pain intensity (continuous measure),smd,standardised mean diference,pain_int,baseline
2433,pain_int,rintala 2007,comparison of the effectiveness of amitriptyline and gabapentin on chronic neuropathic pain in persons with spinal cord injury,pain,diphenhydramine,antihistamine,non-antidepressant pharmacological,diphenhydramine ≤75mg,n/a,n/a,n/a,n/a,8 weeks,neuropathic pain,neuropathic,neuropathic,≥5 on 10nrs,crossover,completer analysis,0-10 numerical rating scale,baseline,NA,5.6,2.2,0.469041575982343,NA,NA,NA,NA,NA,22,NA,NA,FALSE,NA,NA,NA,NA,NA,non_ad_pharm,lower,pain_int,pain intensity (continuous measure),smd,standardised mean diference,pain_int,baseline
2434,pain_int,rintala 2007,comparison of the effectiveness of amitriptyline and gabapentin on chronic neuropathic pain in persons with spinal cord injury,pain,gabapentin,anticonvulsant,non-antidepressant pharmacological,gabapentin ≤3600mg,n/a,n/a,n/a,n/a,8 weeks,neuropathic pain,neuropathic,neuropathic,≥5 on 10nrs,crossover,completer analysis,0-10 numerical rating scale,post_int,NA,4.85,2.86,0.6097540487770458,NA,NA,NA,NA,NA,22,NA,NA,FALSE,NA,NA,NA,NA,NA,non_ad_pharm,lower,pain_int,pain intensity (continuous measure),smd,standardised mean diference,pain_int,post_int
2435,pain_int,rintala 2007,comparison of the effectiveness of amitriptyline and gabapentin on chronic neuropathic pain in persons with spinal cord injury,pain,amitriptyline,antidepressant,antidepressant,amitriptyline ≤150mg,tca,≤150mg,unable to be categorised,flexible,8 weeks,neuropathic pain,neuropathic,neuropathic,≥5 on 10nrs,crossover,completer analysis,0-10 numerical rating scale,post_int,NA,3.46,2.09,0.44558949718322577,NA,NA,NA,NA,NA,22,NA,NA,FALSE,NA,NA,NA,NA,NA,ad,lower,pain_int,pain intensity (continuous measure),smd,standardised mean diference,pain_int,post_int
2436,pain_int,rintala 2007,comparison of the effectiveness of amitriptyline and gabapentin on chronic neuropathic pain in persons with spinal cord injury,pain,diphenhydramine,antihistamine,non-antidepressant pharmacological,diphenhydramine ≤75mg,n/a,n/a,n/a,n/a,8 weeks,neuropathic pain,neuropathic,neuropathic,≥5 on 10nrs,crossover,completer analysis,0-10 numerical rating scale,post_int,NA,5.11,2.54,0.5415298195432505,NA,NA,NA,NA,NA,22,NA,NA,FALSE,NA,NA,NA,NA,NA,non_ad_pharm,lower,pain_int,pain intensity (continuous measure),smd,standardised mean diference,pain_int,post_int
2437,mood,rintala 2007,comparison of the effectiveness of amitriptyline and gabapentin on chronic neuropathic pain in persons with spinal cord injury,pain,gabapentin,anticonvulsant,non-antidepressant pharmacological,gabapentin ≤3600mg,n/a,n/a,n/a,n/a,8 weeks,neuropathic pain,neuropathic,neuropathic,≥5 on 10nrs,crossover,completer analysis,ces-d,baseline,NA,7.2,6.2,1.3218444414047847,NA,NA,NA,NA,NA,22,NA,NA,FALSE,NA,NA,NA,NA,NA,non_ad_pharm,lower,mood,mood,smd,standardised mean diference,mood_depression,baseline
