Outcome,Study ID,Title,Main aim of study,Intervention,Intervention type,Intervention grouping,Arm,AD class,"AD dose numerical (fixed amount, range or mean dose)",AD dose categorised,Dose schedule,Length of study (start to post-intervention),Pain condition,General pain grouping,IASP pain grouping,Minimum pain inclusion?,Design,Imputation method,Scale,Timepoint,Follow up timepoint,mean,sd,se,median,ci lower,ci upper,iqr lower,iqr higher,n,r,r%,Change score,Adverse events definition,Stats notes,Study notes,Date checked,Remove row for mood analysis,Funded by pharma?,Sequence generation,Allocation concealment,Blinding of participants and personnel,Blinding of outcome assessors,Incomplete outcome data,Selective outcome reporting,Other sources of bias
qol,Shakiba 2018,Saffron (Crocus sativus) versus duloxetine for treatment of patients with fibromyalgia: A randomized double-blind clinical trial,Depression and pain,Saffron/Crocin,Plant extract,Non-pharmacological,Saffron 15mg,N/A,N/A,N/A,N/A,8 weeks,Fibromyalgia,Fibromyalgia,Primary,≥40 on 100VAS,Parallel,ITT with LOCF,Fibromyalgia Impact Questionnaire total score,Baseline,NA,52.65,13.34,NA,NA,NA,NA,NA,NA,23,NA,NA,FALSE,NA,NA,NA,NA,NA,No,Low,Low,Low,Low,Unclear,Low,Low
qol,Shakiba 2018,Saffron (Crocus sativus) versus duloxetine for treatment of patients with fibromyalgia: A randomized double-blind clinical trial,Depression and pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 30mg,SNRI,30mg,Low,Fixed,8 weeks,Fibromyalgia,Fibromyalgia,Primary,≥40 on 100VAS,Parallel,ITT with LOCF,Fibromyalgia Impact Questionnaire total score,Baseline,NA,54.25,11.87,NA,NA,NA,NA,NA,NA,23,NA,NA,FALSE,NA,NA,NA,NA,NA,No,Low,Low,Low,Low,Unclear,Low,Low
qol,Shakiba 2018,Saffron (Crocus sativus) versus duloxetine for treatment of patients with fibromyalgia: A randomized double-blind clinical trial,Depression and pain,Saffron/Crocin,Plant extract,Non-pharmacological,Saffron 15mg,N/A,N/A,N/A,N/A,8 weeks,Fibromyalgia,Fibromyalgia,Primary,≥40 on 100VAS,Parallel,ITT with LOCF,Fibromyalgia Impact Questionnaire total score,Post_int,NA,42.13,10.75,NA,NA,NA,NA,NA,NA,23,NA,NA,FALSE,NA,NA,NA,NA,NA,No,Low,Low,Low,Low,Unclear,Low,Low
qol,Shakiba 2018,Saffron (Crocus sativus) versus duloxetine for treatment of patients with fibromyalgia: A randomized double-blind clinical trial,Depression and pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 30mg,SNRI,30mg,Low,Fixed,8 weeks,Fibromyalgia,Fibromyalgia,Primary,≥40 on 100VAS,Parallel,ITT with LOCF,Fibromyalgia Impact Questionnaire total score,Post_int,NA,41.35,10.48,NA,NA,NA,NA,NA,NA,23,NA,NA,FALSE,NA,NA,NA,NA,NA,No,Low,Low,Low,Low,Unclear,Low,Low
pain_int,Shakiba 2018,Saffron (Crocus sativus) versus duloxetine for treatment of patients with fibromyalgia: A randomized double-blind clinical trial,Depression and pain,Saffron/Crocin,Plant extract,Non-pharmacological,Saffron 15mg,N/A,N/A,N/A,N/A,8 weeks,Fibromyalgia,Fibromyalgia,Primary,≥40 on 100VAS,Parallel,ITT with LOCF,0-100 VAS,Baseline,NA,60.43,15.51,NA,NA,NA,NA,NA,NA,23,NA,NA,FALSE,NA,NA,NA,NA,NA,No,Low,Low,Low,Low,Unclear,Low,Low
pain_int,Shakiba 2018,Saffron (Crocus sativus) versus duloxetine for treatment of patients with fibromyalgia: A randomized double-blind clinical trial,Depression and pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 30mg,SNRI,30mg,Low,Fixed,8 weeks,Fibromyalgia,Fibromyalgia,Primary,≥40 on 100VAS,Parallel,ITT with LOCF,0-100 VAS,Baseline,NA,58.13,24.39,NA,NA,NA,NA,NA,NA,23,NA,NA,FALSE,NA,NA,NA,NA,NA,No,Low,Low,Low,Low,Unclear,Low,Low
pain_int,Shakiba 2018,Saffron (Crocus sativus) versus duloxetine for treatment of patients with fibromyalgia: A randomized double-blind clinical trial,Depression and pain,Saffron/Crocin,Plant extract,Non-pharmacological,Saffron 15mg,N/A,N/A,N/A,N/A,8 weeks,Fibromyalgia,Fibromyalgia,Primary,≥40 on 100VAS,Parallel,ITT with LOCF,0-100 VAS,Post_int,NA,38.48,16.2,NA,NA,NA,NA,NA,NA,23,NA,NA,FALSE,NA,NA,NA,NA,NA,No,Low,Low,Low,Low,Unclear,Low,Low
pain_int,Shakiba 2018,Saffron (Crocus sativus) versus duloxetine for treatment of patients with fibromyalgia: A randomized double-blind clinical trial,Depression and pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 30mg,SNRI,30mg,Low,Fixed,8 weeks,Fibromyalgia,Fibromyalgia,Primary,≥40 on 100VAS,Parallel,ITT with LOCF,0-100 VAS,Post_int,NA,40.43,12.61,NA,NA,NA,NA,NA,NA,23,NA,NA,FALSE,NA,NA,NA,NA,NA,No,Low,Low,Low,Low,Unclear,Low,Low
withdrawal,Shakiba 2018,Saffron (Crocus sativus) versus duloxetine for treatment of patients with fibromyalgia: A randomized double-blind clinical trial,Depression and pain,Saffron/Crocin,Plant extract,Non-pharmacological,Saffron 15mg,N/A,N/A,N/A,N/A,8 weeks,Fibromyalgia,Fibromyalgia,Primary,≥40 on 100VAS,Parallel,ITT with LOCF,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,4,NA,FALSE,NA,NA,NA,NA,NA,No,Low,Low,Low,Low,Unclear,Low,Low
withdrawal,Shakiba 2018,Saffron (Crocus sativus) versus duloxetine for treatment of patients with fibromyalgia: A randomized double-blind clinical trial,Depression and pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 30mg,SNRI,30mg,Low,Fixed,8 weeks,Fibromyalgia,Fibromyalgia,Primary,≥40 on 100VAS,Parallel,ITT with LOCF,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,4,NA,FALSE,NA,NA,NA,NA,NA,No,Low,Low,Low,Low,Unclear,Low,Low
pain_int,Shinichi 2016,"Randomized, Double-blind, Placebo-controlled Phase III Trial of Duloxetine Monotherapy in Japanese Patients With Chronic Low Back Pain",Pain,Placebo,Placebo,Placebo,Placebo,N/A,N/A,N/A,N/A,14 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,MMRM,0-10 Numerical Rating Scale,Baseline,NA,5.09,1.04,NA,NA,NA,NA,NA,NA,226,NA,NA,FALSE,NA,NA,NA,NA,NA,Yes,Low,Low,Low,Low,Low,Low,Low
pain_int,Shinichi 2016,"Randomized, Double-blind, Placebo-controlled Phase III Trial of Duloxetine Monotherapy in Japanese Patients With Chronic Low Back Pain",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 60mg,SNRI,60mg,Standard,Fixed,14 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,MMRM,0-10 Numerical Rating Scale,Baseline,NA,5.14,1.11,NA,NA,NA,NA,NA,NA,230,NA,NA,FALSE,NA,NA,NA,NA,NA,Yes,Low,Low,Low,Low,Low,Low,Low
pain_int,Shinichi 2016,"Randomized, Double-blind, Placebo-controlled Phase III Trial of Duloxetine Monotherapy in Japanese Patients With Chronic Low Back Pain",Pain,Placebo,Placebo,Placebo,Placebo,N/A,N/A,N/A,N/A,14 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,MMRM,0-10 Numerical Rating Scale,Post_int,NA,-1.96,NA,0.11,NA,NA,NA,NA,NA,200,NA,NA,TRUE,NA,Least squares,NA,NA,NA,Yes,Low,Low,Low,Low,Low,Low,Low
pain_int,Shinichi 2016,"Randomized, Double-blind, Placebo-controlled Phase III Trial of Duloxetine Monotherapy in Japanese Patients With Chronic Low Back Pain",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 60mg,SNRI,60mg,Standard,Fixed,14 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,MMRM,0-10 Numerical Rating Scale,Post_int,NA,-2.43,NA,0.11,NA,NA,NA,NA,NA,209,NA,NA,TRUE,NA,Least squares,NA,NA,NA,Yes,Low,Low,Low,Low,Low,Low,Low
sleep,Shinichi 2016,"Randomized, Double-blind, Placebo-controlled Phase III Trial of Duloxetine Monotherapy in Japanese Patients With Chronic Low Back Pain",Pain,Placebo,Placebo,Placebo,Placebo,N/A,N/A,N/A,N/A,14 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,MMRM,BPI sleep,Baseline,NA,2.65,2.42,NA,NA,NA,NA,NA,NA,226,NA,NA,FALSE,NA,NA,NA,NA,NA,Yes,Low,Low,Low,Low,Low,Low,Low
sleep,Shinichi 2016,"Randomized, Double-blind, Placebo-controlled Phase III Trial of Duloxetine Monotherapy in Japanese Patients With Chronic Low Back Pain",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 60mg,SNRI,60mg,Standard,Fixed,14 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,MMRM,BPI sleep,Baseline,NA,2.63,2.33,NA,NA,NA,NA,NA,NA,230,NA,NA,FALSE,NA,NA,NA,NA,NA,Yes,Low,Low,Low,Low,Low,Low,Low
sleep,Shinichi 2016,"Randomized, Double-blind, Placebo-controlled Phase III Trial of Duloxetine Monotherapy in Japanese Patients With Chronic Low Back Pain",Pain,Placebo,Placebo,Placebo,Placebo,N/A,N/A,N/A,N/A,14 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,MMRM,BPI sleep,Post_int,NA,-1.4,NA,0.11,NA,NA,NA,NA,NA,200,NA,NA,TRUE,NA,Least squares,NA,NA,NA,Yes,Low,Low,Low,Low,Low,Low,Low
sleep,Shinichi 2016,"Randomized, Double-blind, Placebo-controlled Phase III Trial of Duloxetine Monotherapy in Japanese Patients With Chronic Low Back Pain",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 60mg,SNRI,60mg,Standard,Fixed,14 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,MMRM,BPI sleep,Post_int,NA,-1.41,NA,0.11,NA,NA,NA,NA,NA,209,NA,NA,TRUE,NA,Least squares,NA,NA,NA,Yes,Low,Low,Low,Low,Low,Low,Low
qol,Shinichi 2016,"Randomized, Double-blind, Placebo-controlled Phase III Trial of Duloxetine Monotherapy in Japanese Patients With Chronic Low Back Pain",Pain,Placebo,Placebo,Placebo,Placebo,N/A,N/A,N/A,N/A,14 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,LOCF,EQ-5D,Baseline,NA,0.69,0.1,NA,NA,NA,NA,NA,NA,226,NA,NA,FALSE,NA,NA,NA,NA,NA,Yes,Low,Low,Low,Low,Low,Low,Low
qol,Shinichi 2016,"Randomized, Double-blind, Placebo-controlled Phase III Trial of Duloxetine Monotherapy in Japanese Patients With Chronic Low Back Pain",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 60mg,SNRI,60mg,Standard,Fixed,14 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,LOCF,EQ-5D,Baseline,NA,0.69,0.11,NA,NA,NA,NA,NA,NA,230,NA,NA,FALSE,NA,NA,NA,NA,NA,Yes,Low,Low,Low,Low,Low,Low,Low
qol,Shinichi 2016,"Randomized, Double-blind, Placebo-controlled Phase III Trial of Duloxetine Monotherapy in Japanese Patients With Chronic Low Back Pain",Pain,Placebo,Placebo,Placebo,Placebo,N/A,N/A,N/A,N/A,14 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,LOCF,EQ-5D,Post_int,NA,0.08,NA,0.01,NA,NA,NA,NA,NA,226,NA,NA,TRUE,NA,Least squares,NA,NA,NA,Yes,Low,Low,Low,Low,Low,Low,Low
qol,Shinichi 2016,"Randomized, Double-blind, Placebo-controlled Phase III Trial of Duloxetine Monotherapy in Japanese Patients With Chronic Low Back Pain",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 60mg,SNRI,60mg,Standard,Fixed,14 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,LOCF,EQ-5D,Post_int,NA,0.09,NA,0.01,NA,NA,NA,NA,NA,230,NA,NA,TRUE,NA,Least squares,NA,NA,NA,Yes,Low,Low,Low,Low,Low,Low,Low
physical,Shinichi 2016,"Randomized, Double-blind, Placebo-controlled Phase III Trial of Duloxetine Monotherapy in Japanese Patients With Chronic Low Back Pain",Pain,Placebo,Placebo,Placebo,Placebo,N/A,N/A,N/A,N/A,14 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,LOCF,RMDQ-24,Baseline,NA,7.77,4.77,NA,NA,NA,NA,NA,NA,226,NA,NA,FALSE,NA,NA,NA,NA,NA,Yes,Low,Low,Low,Low,Low,Low,Low
physical,Shinichi 2016,"Randomized, Double-blind, Placebo-controlled Phase III Trial of Duloxetine Monotherapy in Japanese Patients With Chronic Low Back Pain",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 60mg,SNRI,60mg,Standard,Fixed,14 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,LOCF,RMDQ-24,Baseline,NA,7.59,4.38,NA,NA,NA,NA,NA,NA,230,NA,NA,FALSE,NA,NA,NA,NA,NA,Yes,Low,Low,Low,Low,Low,Low,Low
physical,Shinichi 2016,"Randomized, Double-blind, Placebo-controlled Phase III Trial of Duloxetine Monotherapy in Japanese Patients With Chronic Low Back Pain",Pain,Placebo,Placebo,Placebo,Placebo,N/A,N/A,N/A,N/A,14 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,LOCF,RMDQ-24,Post_int,NA,-3.23,NA,0.22,NA,NA,NA,NA,NA,226,NA,NA,TRUE,NA,Least squares,NA,NA,NA,Yes,Low,Low,Low,Low,Low,Low,Low
physical,Shinichi 2016,"Randomized, Double-blind, Placebo-controlled Phase III Trial of Duloxetine Monotherapy in Japanese Patients With Chronic Low Back Pain",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 60mg,SNRI,60mg,Standard,Fixed,14 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,LOCF,RMDQ-24,Post_int,NA,-3.86,NA,0.22,NA,NA,NA,NA,NA,230,NA,NA,TRUE,NA,Least squares,NA,NA,NA,Yes,Low,Low,Low,Low,Low,Low,Low
mood_overall,Shinichi 2016,"Randomized, Double-blind, Placebo-controlled Phase III Trial of Duloxetine Monotherapy in Japanese Patients With Chronic Low Back Pain",Pain,Placebo,Placebo,Placebo,Placebo,N/A,N/A,N/A,N/A,14 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,MMRM,BPI mood,Baseline,NA,3.31,2.27,NA,NA,NA,NA,NA,NA,226,NA,NA,FALSE,NA,NA,NA,NA,NA,Yes,Low,Low,Low,Low,Low,Low,Low
mood_overall,Shinichi 2016,"Randomized, Double-blind, Placebo-controlled Phase III Trial of Duloxetine Monotherapy in Japanese Patients With Chronic Low Back Pain",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 60mg,SNRI,60mg,Standard,Fixed,14 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,MMRM,BPI mood,Baseline,NA,3.43,2.39,NA,NA,NA,NA,NA,NA,230,NA,NA,FALSE,NA,NA,NA,NA,NA,Yes,Low,Low,Low,Low,Low,Low,Low
mood_overall,Shinichi 2016,"Randomized, Double-blind, Placebo-controlled Phase III Trial of Duloxetine Monotherapy in Japanese Patients With Chronic Low Back Pain",Pain,Placebo,Placebo,Placebo,Placebo,N/A,N/A,N/A,N/A,14 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,MMRM,BPI mood,Post_int,NA,-1.83,NA,0.11,NA,NA,NA,NA,NA,200,NA,NA,TRUE,NA,Least squares,NA,NA,NA,Yes,Low,Low,Low,Low,Low,Low,Low
mood_overall,Shinichi 2016,"Randomized, Double-blind, Placebo-controlled Phase III Trial of Duloxetine Monotherapy in Japanese Patients With Chronic Low Back Pain",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 60mg,SNRI,60mg,Standard,Fixed,14 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,MMRM,BPI mood,Post_int,NA,-2.15,NA,0.11,NA,NA,NA,NA,NA,209,NA,NA,TRUE,NA,Least squares,NA,NA,NA,Yes,Low,Low,Low,Low,Low,Low,Low
pain_mod,Shinichi 2016,"Randomized, Double-blind, Placebo-controlled Phase III Trial of Duloxetine Monotherapy in Japanese Patients With Chronic Low Back Pain",Pain,Placebo,Placebo,Placebo,Placebo,N/A,N/A,N/A,N/A,14 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,MMRM,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,226,NA,52.2,FALSE,NA,NA,NA,NA,NA,Yes,Low,Low,Low,Low,Low,Low,Low
pain_mod,Shinichi 2016,"Randomized, Double-blind, Placebo-controlled Phase III Trial of Duloxetine Monotherapy in Japanese Patients With Chronic Low Back Pain",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 60mg,SNRI,60mg,Standard,Fixed,14 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,MMRM,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,232,NA,68.7,FALSE,NA,NA,NA,NA,NA,Yes,Low,Low,Low,Low,Low,Low,Low
pain_sub,Shinichi 2016,"Randomized, Double-blind, Placebo-controlled Phase III Trial of Duloxetine Monotherapy in Japanese Patients With Chronic Low Back Pain",Pain,Placebo,Placebo,Placebo,Placebo,N/A,N/A,N/A,N/A,14 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,MMRM,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,226,NA,39.4,FALSE,NA,NA,NA,NA,NA,Yes,Low,Low,Low,Low,Low,Low,Low
pain_sub,Shinichi 2016,"Randomized, Double-blind, Placebo-controlled Phase III Trial of Duloxetine Monotherapy in Japanese Patients With Chronic Low Back Pain",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 60mg,SNRI,60mg,Standard,Fixed,14 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,MMRM,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,232,NA,56.5,FALSE,NA,NA,NA,NA,NA,Yes,Low,Low,Low,Low,Low,Low,Low
pgic_cont,Shinichi 2016,"Randomized, Double-blind, Placebo-controlled Phase III Trial of Duloxetine Monotherapy in Japanese Patients With Chronic Low Back Pain",Pain,Placebo,Placebo,Placebo,Placebo,N/A,N/A,N/A,N/A,14 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,MMRM,PGIC,Post_int,NA,2.76,NA,0.07,NA,NA,NA,NA,NA,200,NA,NA,FALSE,NA,NA,NA,NA,NA,Yes,Low,Low,Low,Low,Low,Low,Low
pgic_cont,Shinichi 2016,"Randomized, Double-blind, Placebo-controlled Phase III Trial of Duloxetine Monotherapy in Japanese Patients With Chronic Low Back Pain",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 60mg,SNRI,60mg,Standard,Fixed,14 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,MMRM,PGIC,Post_int,NA,2.46,NA,0.07,NA,NA,NA,NA,NA,209,NA,NA,FALSE,NA,NA,NA,NA,NA,Yes,Low,Low,Low,Low,Low,Low,Low
adverse,Shinichi 2016,"Randomized, Double-blind, Placebo-controlled Phase III Trial of Duloxetine Monotherapy in Japanese Patients With Chronic Low Back Pain",Pain,Placebo,Placebo,Placebo,Placebo,N/A,N/A,N/A,N/A,14 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,Randomized population,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,59.8,FALSE,5% of participants,NA,NA,NA,NA,Yes,Low,Low,Low,Low,Low,Low,Low
adverse,Shinichi 2016,"Randomized, Double-blind, Placebo-controlled Phase III Trial of Duloxetine Monotherapy in Japanese Patients With Chronic Low Back Pain",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 60mg,SNRI,60mg,Standard,Fixed,14 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,Randomized population,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,71.4,FALSE,5% of participants,NA,NA,NA,NA,Yes,Low,Low,Low,Low,Low,Low,Low
serious_adverse,Shinichi 2016,"Randomized, Double-blind, Placebo-controlled Phase III Trial of Duloxetine Monotherapy in Japanese Patients With Chronic Low Back Pain",Pain,Placebo,Placebo,Placebo,Placebo,N/A,N/A,N/A,N/A,14 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,Randomized population,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1.8,FALSE,NA,NA,NA,NA,NA,Yes,Low,Low,Low,Low,Low,Low,Low
serious_adverse,Shinichi 2016,"Randomized, Double-blind, Placebo-controlled Phase III Trial of Duloxetine Monotherapy in Japanese Patients With Chronic Low Back Pain",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 60mg,SNRI,60mg,Standard,Fixed,14 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,Randomized population,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1.8,FALSE,NA,NA,NA,NA,NA,Yes,Low,Low,Low,Low,Low,Low,Low
adverse_dropout,Shinichi 2016,"Randomized, Double-blind, Placebo-controlled Phase III Trial of Duloxetine Monotherapy in Japanese Patients With Chronic Low Back Pain",Pain,Placebo,Placebo,Placebo,Placebo,N/A,N/A,N/A,N/A,14 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,Randomized population,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,226,8,NA,FALSE,NA,NA,NA,NA,NA,Yes,Low,Low,Low,Low,Low,Low,Low
adverse_dropout,Shinichi 2016,"Randomized, Double-blind, Placebo-controlled Phase III Trial of Duloxetine Monotherapy in Japanese Patients With Chronic Low Back Pain",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 60mg,SNRI,60mg,Standard,Fixed,14 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,Randomized population,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,232,16,NA,FALSE,NA,NA,NA,NA,NA,Yes,Low,Low,Low,Low,Low,Low,Low
withdrawal,Shinichi 2016,"Randomized, Double-blind, Placebo-controlled Phase III Trial of Duloxetine Monotherapy in Japanese Patients With Chronic Low Back Pain",Pain,Placebo,Placebo,Placebo,Placebo,N/A,N/A,N/A,N/A,14 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,Randomized population,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,226,26,NA,FALSE,NA,NA,NA,NA,NA,Yes,Low,Low,Low,Low,Low,Low,Low
withdrawal,Shinichi 2016,"Randomized, Double-blind, Placebo-controlled Phase III Trial of Duloxetine Monotherapy in Japanese Patients With Chronic Low Back Pain",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 60mg,SNRI,60mg,Standard,Fixed,14 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,Randomized population,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,232,23,NA,FALSE,NA,NA,NA,NA,NA,Yes,Low,Low,Low,Low,Low,Low,Low
adverse_dropout,Sindrup 2003,"Venlafaxine versus imipramine in painful polyneuropathy: a randomized, controlled trial.",Pain,Placebo,Placebo,Placebo,Placebo,N/A,N/A,N/A,N/A,4 weeks,Polyneuropathy,Neuropathic,Neuropathic,≥4 on 10NRS,Crossover,Randomized population,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,2,NA,FALSE,NA,NA,NA,NA,NA,No,Low,Low,Low,Low,Unclear,Unclear,Low
adverse_dropout,Sindrup 2003,"Venlafaxine versus imipramine in painful polyneuropathy: a randomized, controlled trial.",Pain,Venlafaxine,Antidepressant,Antidepressant,Venlafaxine 250mg,SNRI,250mg,High,Fixed,4 weeks,Polyneuropathy,Neuropathic,Neuropathic,≥4 on 10NRS,Crossover,Randomized population,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,4,NA,FALSE,NA,NA,NA,NA,NA,No,Low,Low,Low,Low,Unclear,Unclear,Low
adverse_dropout,Sindrup 2003,"Venlafaxine versus imipramine in painful polyneuropathy: a randomized, controlled trial.",Pain,Imipramine,Antidepressant,Antidepressant,Imipramine 150mg,TCA,150mg,High,Fixed,4 weeks,Polyneuropathy,Neuropathic,Neuropathic,≥4 on 10NRS,Crossover,Randomized population,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,1,NA,FALSE,NA,NA,NA,NA,NA,No,Low,Low,Low,Low,Unclear,Unclear,Low
adverse,Sindrup 2003,"Venlafaxine versus imipramine in painful polyneuropathy: a randomized, controlled trial.",Pain,Placebo,Placebo,Placebo,Placebo,N/A,N/A,N/A,N/A,4 weeks,Polyneuropathy,Neuropathic,Neuropathic,≥4 on 10NRS,Crossover,Randomized population,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,14,NA,FALSE,NA,NA,NA,NA,NA,No,Low,Low,Low,Low,Unclear,Unclear,Low
adverse,Sindrup 2003,"Venlafaxine versus imipramine in painful polyneuropathy: a randomized, controlled trial.",Pain,Venlafaxine,Antidepressant,Antidepressant,Venlafaxine 250mg,SNRI,250mg,High,Fixed,4 weeks,Polyneuropathy,Neuropathic,Neuropathic,≥4 on 10NRS,Crossover,Randomized population,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,20,NA,FALSE,NA,NA,NA,NA,NA,No,Low,Low,Low,Low,Unclear,Unclear,Low
adverse,Sindrup 2003,"Venlafaxine versus imipramine in painful polyneuropathy: a randomized, controlled trial.",Pain,Imipramine,Antidepressant,Antidepressant,Imipramine 150mg,TCA,150mg,High,Fixed,4 weeks,Polyneuropathy,Neuropathic,Neuropathic,≥4 on 10NRS,Crossover,Randomized population,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,20,NA,FALSE,NA,NA,NA,NA,NA,No,Low,Low,Low,Low,Unclear,Unclear,Low
pain_int,Skljarevski 2009,"A double-blind, randomized trial of duloxetine versus placebo in the management of chronic low back pain",Pain,Placebo,Placebo,Placebo,Placebo,N/A,N/A,N/A,N/A,13 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,0-10 Numerical Rating Scale,Baseline,NA,6.1,1.7,NA,NA,NA,NA,NA,NA,117,NA,NA,FALSE,NA,NA,NA,NA,NA,Yes,Unclear,Low,Low,Low,High,Low,Unclear
pain_int,Skljarevski 2009,"A double-blind, randomized trial of duloxetine versus placebo in the management of chronic low back pain",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 20mg,SNRI,20mg,Low,Fixed,13 weeks,Low back pain,Musculoskeletal,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,0-10 Numerical Rating Scale,Baseline,NA,6.3,1.6,NA,NA,NA,NA,NA,NA,59,NA,NA,FALSE,NA,NA,NA,NA,NA,Yes,Unclear,Low,Low,Low,High,Low,Unclear
